p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server
3,1.0,1,-1.0,-0.0,0,1.6,-0.0,-1.0,1,-3.0,-1,7.0,3,1,1.0,-0.0,27.314,115.0,28.364,4,1,0.0,1,0,1.6,-1.6,1.0,0.5166666666666666,1,-1.0,-1.0
4,1.0,1,-1.0,-0.0,0,1.9333333333333333,-0.0,-1.0,1,-4.0,-1,1.0,4,0,1.0,-0.0,4.084,126.0,6.553,5,1,0.0,1,0,1.9333333333333333,-1.9333333333333333,0.0,0.5333333333333334,1,-1.0,-1.0
4,-1.0,2,2.0,0.0,1,2.8,0.0,-1.0,1,0.0,1,1.0,0,0,1.0,1.0,0.694,121.0,1.364,6,2,1.0,0,0,0.0,0.0,0.0,0.33333333333333326,1,1.0,1.0
4,-2.0,3,2.0,1.0,1,3.15,0.0,-2.0,0,1.0,1,5.0,1,0,2.0,1.0,29.093,130.0,19.049,7,2,0.0,1,0,0.3500000000000001,0.3500000000000001,0.0,0.8666666666666665,1,1.0,2.0
4,-3.0,4,2.0,1.0,1,3.5166666666666666,0.0,-3.0,0,2.0,1,1.0,2,0,3.0,1.0,18.92,123.0,9.361,8,2,0.0,0,0,0.7166666666666668,0.7166666666666668,0.0,0.3500000000000001,1,1.0,3.0
4,-4.0,5,2.0,1.0,1,3.816666666666667,0.0,-4.0,0,3.0,1,1.0,3,0,4.0,1.0,0.897,131.0,0.565,9,2,0.0,0,0,1.016666666666667,1.016666666666667,0.0,0.3666666666666667,2,1.0,4.0
5,5.0,5,-3.0,-0.0,1,4.916666666666667,-1.0,-5.0,1,-0.0,-1,5.0,0,0,5.0,-1.0,23.16,87.0,37.632,10,3,0.0,0,1,0.0,-0.0,0.0,0.30000000000000027,1,-1.0,-5.0
6,5.0,5,-3.0,-0.0,1,5.483333333333333,-1.0,-5.0,0,-1.0,-1,1.0,1,0,5.0,-1.0,5.494,132.0,6.383,11,3,0.0,1,1,0.5666666666666664,-0.5666666666666664,0.0,1.1,2,-1.0,-5.0
6,5.0,6,-3.0,-0.0,1,6.766666666666667,-1.0,-5.0,1,-2.0,-1,15.0,2,0,5.0,-1.0,54.076,104.0,67.778,12,3,1.0,1,1,1.8499999999999996,-1.8499999999999996,0.0,0.5666666666666664,2,-1.0,-5.0
6,6.0,7,-3.0,-0.0,1,7.333333333333333,-1.0,-6.0,1,-3.0,-1,0.0,3,0,6.0,-1.0,1.295,104.0,1.987,13,3,0.0,0,1,2.416666666666666,-2.416666666666666,0.0,1.2833333333333332,2,-1.0,-6.0
7,7.0,7,-3.0,-0.0,1,7.983333333333333,-1.0,-7.0,1,-4.0,-1,0.0,4,0,7.0,-1.0,2.85,104.0,5.272,14,3,0.0,0,1,3.0666666666666664,-3.0666666666666664,0.0,0.5666666666666664,1,-1.0,-7.0
7,7.0,8,-3.0,-0.0,1,8.416666666666666,-1.0,-7.0,1,-5.0,-1,1.0,5,0,7.0,-1.0,8.821,128.0,7.268,15,3,0.0,1,1,3.499999999999999,-3.499999999999999,0.0,0.6500000000000004,1,-1.0,-7.0
8,8.0,8,-3.0,-0.0,1,9.016666666666667,-1.0,-8.0,1,-6.0,-1,6.0,6,0,8.0,-1.0,21.854,132.0,27.686,16,3,0.0,1,1,4.1000000000000005,-4.1000000000000005,0.0,0.4333333333333327,1,-1.0,-8.0
9,8.0,8,-3.0,-1.0,1,9.483333333333333,-1.0,-8.0,1,-7.0,-1,3.0,7,1,8.0,-1.0,15.143,120.0,11.647,17,3,0.0,1,1,4.5666666666666655,-4.5666666666666655,0.0,0.6000000000000014,2,-1.0,-8.0
9,-8.0,9,4.0,0.0,2,11.616666666666667,1.0,-8.0,1,0.0,1,13.0,0,0,8.0,2.0,39.07,104.0,41.978,18,4,0.0,1,1,0.0,0.0,0.0,0.466666666666665,1,1.0,8.0
9,-9.0,10,4.0,1.0,2,11.883333333333333,1.0,-9.0,1,1.0,1,1.0,1,0,9.0,2.0,3.795,122.0,3.649,19,4,0.0,1,1,0.2666666666666657,0.2666666666666657,0.0,2.1333333333333346,1,1.0,9.0
9,-10.0,11,4.0,1.0,2,12.116666666666667,1.0,-10.0,1,2.0,1,1.0,2,0,10.0,2.0,1.238,120.0,0.888,20,4,0.0,0,1,0.5,0.5,0.0,0.2666666666666657,2,1.0,10.0
10,-11.0,11,4.0,1.0,2,12.6,1.0,-11.0,1,3.0,1,1.0,3,0,11.0,2.0,9.344,93.0,7.294,21,4,0.0,1,1,0.9833333333333325,0.9833333333333325,0.0,0.23333333333333428,1,1.0,11.0
10,-11.0,12,4.0,1.0,2,13.066666666666666,1.0,-11.0,1,4.0,1,4.0,4,0,11.0,2.0,22.562,123.0,19.989,22,4,1.0,1,1,1.4499999999999993,1.4499999999999993,0.0,0.4833333333333325,2,1.0,11.0
11,12.0,12,-5.0,-0.0,2,13.966666666666667,-2.0,-12.0,0,-0.0,-1,7.0,0,0,12.0,-2.0,39.849,92.0,26.962,23,5,0.0,1,2,0.0,-0.0,0.0,0.4666666666666668,2,-1.0,-12.0
12,12.0,12,-5.0,-0.0,2,14.566666666666666,-2.0,-12.0,1,-1.0,-1,3.0,1,0,12.0,-2.0,6.59,105.0,8.729,24,5,1.0,1,2,0.5999999999999996,-0.5999999999999996,0.0,0.9000000000000004,1,-1.0,-12.0
13,12.0,12,-5.0,-0.0,2,14.883333333333333,-2.0,-12.0,1,-2.0,-1,1.0,2,0,12.0,-2.0,0.826,126.0,1.081,25,5,1.0,0,2,0.9166666666666661,-0.9166666666666661,0.0,0.5999999999999996,2,-1.0,-12.0
14,12.0,12,-5.0,-0.0,2,15.433333333333334,-2.0,-12.0,1,-3.0,-1,3.0,3,1,12.0,-2.0,7.004,102.0,7.972,26,5,1.0,1,2,1.4666666666666668,-1.4666666666666668,0.0,0.31666666666666643,1,-1.0,-12.0
15,-12.0,12,6.0,0.0,3,16.983333333333334,2.0,-12.0,1,0.0,1,1.0,0,0,12.0,3.0,0.712,130.0,1.728,27,6,1.0,1,2,0.0,0.0,0.0,0.5500000000000007,2,1.0,12.0
15,-12.0,13,6.0,0.0,3,17.383333333333333,2.0,-12.0,0,1.0,1,0.0,1,0,12.0,3.0,5.491,130.0,5.633,28,6,0.0,0,2,0.3999999999999986,0.3999999999999986,1.0,1.5500000000000007,1,1.0,12.0
16,-13.0,13,6.0,0.0,3,17.783333333333335,2.0,-13.0,1,2.0,1,3.0,2,1,13.0,3.0,14.061,128.0,13.571,29,6,0.0,1,2,0.8000000000000007,0.8000000000000007,0.0,0.3999999999999986,1,1.0,13.0
17,-13.0,13,6.0,0.0,3,18.316666666666666,2.0,-13.0,1,3.0,1,6.0,3,0,13.0,3.0,20.715,118.0,19.743,30,6,0.0,0,2,1.3333333333333321,1.3333333333333321,0.0,0.40000000000000213,2,1.0,13.0
17,-13.0,14,6.0,0.0,3,19.766666666666666,2.0,-13.0,1,4.0,1,16.0,4,1,13.0,3.0,58.198,91.0,58.227,31,6,1.0,1,2,2.7833333333333314,2.7833333333333314,0.0,0.5333333333333314,1,1.0,13.0
17,-14.0,15,6.0,0.0,3,20.55,2.0,-14.0,1,5.0,1,7.0,5,0,14.0,3.0,33.625,125.0,26.719,32,6,0.0,0,2,3.5666666666666664,3.5666666666666664,0.0,1.4499999999999993,1,1.0,14.0
17,-15.0,16,6.0,0.0,3,20.9,2.0,-15.0,1,6.0,1,1.0,6,0,15.0,3.0,0.913,132.0,0.709,33,6,0.0,0,2,3.9166666666666643,3.9166666666666643,0.0,0.783333333333335,2,1.0,15.0
18,-16.0,16,6.0,1.0,3,21.85,2.0,-16.0,0,7.0,1,9.0,7,0,16.0,3.0,67.616,92.0,37.876,34,6,0.0,1,2,4.866666666666667,4.866666666666667,0.0,0.34999999999999787,2,1.0,16.0
18,-16.0,17,6.0,0.0,3,22.75,2.0,-16.0,1,8.0,1,2.0,8,0,16.0,3.0,12.182,89.0,10.99,35,6,0.0,1,2,5.766666666666666,5.766666666666666,1.0,0.9500000000000028,2,1.0,16.0
19,-17.0,17,6.0,1.0,3,23.683333333333334,2.0,-17.0,1,9.0,1,1.0,9,0,17.0,3.0,1.579,107.0,1.101,36,6,0.0,0,2,6.699999999999999,6.699999999999999,0.0,0.8999999999999986,1,1.0,17.0
20,-17.0,17,6.0,0.0,3,24.083333333333332,2.0,-17.0,1,10.0,1,2.0,10,1,17.0,3.0,10.399,120.0,9.979,37,6,0.0,0,2,7.099999999999998,7.099999999999998,1.0,0.9333333333333336,2,1.0,17.0
21,-17.0,17,6.0,1.0,3,24.766666666666666,2.0,-17.0,1,11.0,1,4.0,11,1,17.0,3.0,16.332,102.0,15.624,38,6,0.0,1,2,7.783333333333331,7.783333333333331,0.0,0.3999999999999986,2,1.0,17.0
21,17.0,18,-7.0,-0.0,4,25.633333333333333,-2.0,-17.0,0,-0.0,-1,4.0,0,1,17.0,-4.0,20.27,82.0,19.442,39,7,0.0,1,2,0.0,-0.0,1.0,0.6833333333333336,1,-1.0,-17.0
22,18.0,18,-7.0,-1.0,4,26.316666666666666,-2.0,-18.0,0,-1.0,-1,12.0,1,0,18.0,-4.0,46.267,131.0,56.57,40,7,0.0,1,2,0.6833333333333336,-0.6833333333333336,0.0,0.8666666666666671,1,-1.0,-18.0
23,18.0,18,-7.0,-0.0,4,26.716666666666665,-2.0,-18.0,1,-2.0,-1,1.0,2,0,18.0,-4.0,7.593,126.0,10.752,41,7,0.0,0,2,1.0833333333333321,-1.0833333333333321,0.0,0.6833333333333336,1,-1.0,-18.0
24,18.0,18,-7.0,-0.0,4,27.1,-2.0,-18.0,1,-3.0,-1,1.0,3,0,18.0,-4.0,0.745,115.0,1.224,42,7,1.0,0,2,1.4666666666666686,-1.4666666666666686,0.0,0.3999999999999986,1,-1.0,-18.0
25,18.0,18,-7.0,-0.0,4,27.733333333333334,-2.0,-18.0,1,-4.0,-1,1.0,4,0,18.0,-4.0,4.271,126.0,5.429,43,7,0.0,1,2,2.1000000000000014,-2.1000000000000014,0.0,0.3833333333333364,1,-1.0,-18.0
26,-18.0,18,8.0,0.0,5,29.5,2.0,-18.0,1,0.0,1,1.0,0,0,18.0,5.0,0.896,134.0,1.301,44,8,1.0,1,2,0.0,0.0,0.0,0.6333333333333329,1,1.0,18.0
26,-18.0,19,8.0,0.0,5,30.033333333333335,2.0,-18.0,0,1.0,1,8.0,1,0,18.0,5.0,34.006,127.0,30.382,45,8,0.0,1,2,0.533333333333335,0.533333333333335,1.0,1.7666666666666657,1,1.0,18.0
27,-19.0,19,8.0,0.0,5,30.333333333333332,2.0,-19.0,0,2.0,1,1.0,2,0,19.0,5.0,1.102,125.0,0.788,46,8,0.0,0,2,0.8333333333333321,0.8333333333333321,0.0,0.533333333333335,2,1.0,19.0
28,-19.0,19,8.0,0.0,5,30.85,2.0,-19.0,0,3.0,1,2.0,3,0,19.0,5.0,7.671,97.0,5.762,47,8,0.0,1,2,1.3500000000000014,1.3500000000000014,0.0,0.29999999999999716,1,1.0,19.0
28,-19.0,20,8.0,0.0,5,31.4,2.0,-19.0,0,4.0,1,2.0,4,0,19.0,5.0,10.829,124.0,8.44,48,8,0.0,0,2,1.8999999999999986,1.8999999999999986,0.0,0.5166666666666693,1,1.0,19.0
29,-20.0,20,8.0,0.0,5,31.7,2.0,-20.0,1,5.0,1,1.0,5,0,20.0,5.0,7.158,112.0,6.096,49,8,0.0,1,2,2.1999999999999993,2.1999999999999993,0.0,0.5499999999999972,2,1.0,20.0
30,20.0,20,-1.0,-0.0,0,34.03333333333333,-0.0,-20.0,0,-0.0,-1,4.0,0,0,20.0,-0.0,15.668,96.0,14.576,50,1,1.0,1,0,0.0,-0.0,0.0,0.3000000000000007,1,-2.0,-20.0
31,20.0,20,-1.0,-0.0,0,34.333333333333336,-0.0,-20.0,0,-1.0,-1,1.0,1,0,20.0,-0.0,0.599,119.0,1.169,51,1,1.0,0,0,0.30000000000000426,-0.30000000000000426,0.0,2.333333333333332,1,-2.0,-20.0
32,20.0,20,-1.0,-0.0,0,34.666666666666664,-0.0,-20.0,0,-2.0,-1,1.0,2,0,20.0,-0.0,0.657,126.0,1.351,52,1,1.0,0,0,0.6333333333333329,-0.6333333333333329,0.0,0.30000000000000426,1,-2.0,-20.0
33,20.0,20,-1.0,-0.0,0,34.983333333333334,-0.0,-20.0,1,-3.0,-1,1.0,3,1,20.0,-0.0,4.759,118.0,5.267,53,1,0.0,1,0,0.9500000000000028,-0.9500000000000028,0.0,0.3333333333333286,1,-2.0,-20.0
33,-20.0,21,2.0,0.0,1,35.733333333333334,0.0,-20.0,1,0.0,1,1.0,0,0,20.0,1.0,8.659,126.0,10.285,54,2,0.0,1,0,0.0,0.0,0.0,0.31666666666667,1,2.0,20.0
33,-21.0,22,2.0,1.0,1,36.03333333333333,0.0,-21.0,0,1.0,1,1.0,1,0,21.0,1.0,6.263,123.0,5.019,55,2,0.0,1,0,0.29999999999999716,0.29999999999999716,0.0,0.75,2,2.0,21.0
33,-22.0,23,2.0,1.0,1,36.483333333333334,0.0,-22.0,0,2.0,1,1.0,2,0,22.0,1.0,5.187,85.0,5.94,56,2,0.0,0,0,0.75,0.75,0.0,0.29999999999999716,2,2.0,22.0
34,-23.0,23,2.0,1.0,1,37.0,0.0,-23.0,0,3.0,1,3.0,3,0,23.0,1.0,15.717,92.0,13.291,57,2,0.0,1,0,1.2666666666666657,1.2666666666666657,0.0,0.45000000000000284,1,2.0,23.0
35,-23.0,23,2.0,1.0,1,37.35,0.0,-23.0,1,4.0,1,2.0,4,0,23.0,1.0,9.139,126.0,9.283,58,2,0.0,0,0,1.6166666666666671,1.6166666666666671,1.0,0.5166666666666657,1,2.0,23.0
35,-23.0,24,2.0,1.0,1,38.016666666666666,0.0,-23.0,1,5.0,1,4.0,5,0,23.0,1.0,17.96,111.0,13.867,59,2,1.0,0,0,2.2833333333333314,2.2833333333333314,0.0,0.3500000000000014,2,2.0,23.0
36,24.0,24,-3.0,-0.0,1,38.85,-1.0,-24.0,0,-0.0,-1,5.0,0,1,24.0,-1.0,21.633,87.0,21.715,60,3,0.0,1,1,0.0,-0.0,0.0,0.6666666666666643,2,-2.0,-24.0
37,24.0,24,-3.0,-0.0,1,39.416666666666664,-1.0,-24.0,1,-1.0,-1,1.0,1,0,24.0,-1.0,4.119,100.0,4.418,61,3,0.0,1,1,0.5666666666666629,-0.5666666666666629,1.0,0.8333333333333357,2,-2.0,-24.0
38,24.0,24,-3.0,-0.0,1,39.983333333333334,-1.0,-24.0,1,-2.0,-1,1.0,2,0,24.0,-1.0,6.132,102.0,7.187,62,3,0.0,1,1,1.1333333333333329,-1.1333333333333329,1.0,0.5666666666666629,1,-2.0,-24.0
39,24.0,24,-3.0,-0.0,1,40.31666666666667,-1.0,-24.0,1,-3.0,-1,1.0,3,0,24.0,-1.0,0.605,138.0,0.931,63,3,1.0,0,1,1.4666666666666686,-1.4666666666666686,0.0,0.56666666666667,1,-2.0,-24.0
39,-24.0,25,4.0,0.0,2,41.85,1.0,-24.0,1,0.0,1,1.0,0,0,24.0,2.0,0.621,133.0,1.267,64,4,1.0,0,1,0.0,0.0,0.0,0.3333333333333357,1,2.0,24.0
39,-25.0,26,4.0,1.0,2,42.11666666666667,1.0,-25.0,1,1.0,1,1.0,1,0,25.0,2.0,1.388,120.0,1.167,65,4,0.0,1,1,0.2666666666666657,0.2666666666666657,0.0,1.5333333333333314,1,2.0,25.0
39,-26.0,27,4.0,1.0,2,42.516666666666666,1.0,-26.0,1,2.0,1,3.0,2,0,26.0,2.0,15.379,118.0,12.515,66,4,0.0,1,1,0.6666666666666643,0.6666666666666643,0.0,0.2666666666666657,1,2.0,26.0
39,-27.0,28,4.0,1.0,2,42.78333333333333,1.0,-27.0,0,3.0,1,1.0,3,1,27.0,2.0,4.753,120.0,4.322,67,4,0.0,1,1,0.93333333333333,0.93333333333333,0.0,0.3999999999999986,2,2.0,27.0
39,28.0,29,-5.0,-0.0,2,43.46666666666667,-2.0,-28.0,1,-0.0,-1,1.0,0,1,28.0,-2.0,5.697,78.0,5.933,68,5,0.0,1,2,0.0,-0.0,0.0,0.2666666666666657,2,-2.0,-28.0
40,29.0,29,-5.0,-1.0,2,44.21666666666667,-2.0,-29.0,1,-1.0,-1,8.0,1,0,29.0,-2.0,30.389,101.0,31.437,69,5,0.0,1,2,0.75,-0.75,0.0,0.6833333333333371,1,-2.0,-29.0
40,29.0,30,-5.0,-0.0,2,44.833333333333336,-2.0,-29.0,0,-2.0,-1,1.0,2,0,29.0,-2.0,3.547,127.0,5.37,70,5,0.0,1,2,1.3666666666666671,-1.3666666666666671,0.0,0.75,1,-2.0,-29.0
41,30.0,30,-5.0,-1.0,2,45.3,-2.0,-30.0,0,-3.0,-1,2.0,3,0,30.0,-2.0,12.803,116.0,16.715,71,5,0.0,0,2,1.8333333333333286,-1.8333333333333286,0.0,0.6166666666666671,2,-2.0,-30.0
42,30.0,30,-5.0,-0.0,2,45.9,-2.0,-30.0,0,-4.0,-1,1.0,4,0,30.0,-2.0,4.789,93.0,4.838,72,5,0.0,0,2,2.43333333333333,-2.43333333333333,1.0,0.46666666666666146,1,-2.0,-30.0
43,30.0,30,-5.0,-0.0,2,46.25,-2.0,-30.0,0,-5.0,-1,1.0,5,0,30.0,-2.0,1.129,130.0,1.422,73,5,1.0,0,2,2.7833333333333314,-2.7833333333333314,0.0,0.6000000000000014,2,-2.0,-30.0
44,-30.0,30,6.0,0.0,3,48.0,2.0,-30.0,0,0.0,1,5.0,0,1,30.0,3.0,16.791,99.0,18.177,74,6,0.0,0,2,0.0,0.0,0.0,0.3500000000000014,2,2.0,30.0
44,-30.0,31,6.0,0.0,3,48.666666666666664,2.0,-30.0,1,1.0,1,6.0,1,1,30.0,3.0,26.461,98.0,20.301,75,6,0.0,1,2,0.6666666666666643,0.6666666666666643,1.0,1.75,1,2.0,30.0
45,-31.0,31,6.0,0.0,3,49.266666666666666,2.0,-31.0,1,2.0,1,1.0,2,0,31.0,3.0,2.384,130.0,2.936,76,6,0.0,0,2,1.2666666666666657,1.2666666666666657,0.0,0.6666666666666643,2,2.0,31.0
46,-31.0,31,6.0,0.0,3,49.983333333333334,2.0,-31.0,1,3.0,1,6.0,3,0,31.0,3.0,21.773,88.0,19.604,77,6,1.0,1,2,1.9833333333333343,1.9833333333333343,0.0,0.6000000000000014,1,2.0,31.0
47,-31.0,31,6.0,0.0,3,50.6,2.0,-31.0,1,4.0,1,4.0,4,0,31.0,3.0,12.948,122.0,12.488,78,6,1.0,1,2,2.6000000000000014,2.6000000000000014,0.0,0.7166666666666686,2,2.0,31.0
47,31.0,32,-7.0,-0.0,4,52.36666666666667,-2.0,-31.0,0,-0.0,-1,30.0,0,0,31.0,-4.0,117.87,94.0,109.008,79,7,0.0,1,2,0.0,-0.0,1.0,0.6166666666666671,2,-2.0,-31.0
48,32.0,32,-7.0,-1.0,4,53.03333333333333,-2.0,-32.0,1,-1.0,-1,2.0,1,0,32.0,-4.0,12.746,90.0,17.903,80,7,0.0,1,2,0.6666666666666643,-0.6666666666666643,0.0,1.7666666666666657,1,-2.0,-32.0
49,32.0,32,-7.0,-0.0,4,53.43333333333333,-2.0,-32.0,1,-2.0,-1,1.0,2,0,32.0,-4.0,0.976,126.0,1.44,81,7,1.0,0,2,1.0666666666666629,-1.0666666666666629,0.0,0.6666666666666643,1,-2.0,-32.0
50,32.0,32,-7.0,-0.0,4,53.916666666666664,-2.0,-32.0,1,-3.0,-1,3.0,3,0,32.0,-4.0,16.677,120.0,21.195,82,7,0.0,0,2,1.5499999999999972,-1.5499999999999972,0.0,0.3999999999999986,1,-2.0,-32.0
51,32.0,32,-7.0,-0.0,4,54.36666666666667,-2.0,-32.0,1,-4.0,-1,1.0,4,0,32.0,-4.0,0.582,131.0,1.06,83,7,1.0,0,2,2.0,-2.0,0.0,0.4833333333333343,2,-2.0,-32.0
52,-32.0,32,8.0,0.0,5,1496.5666666666666,2.0,-32.0,0,0.0,1,1.0,0,1,32.0,5.0,12.043,103.0,13.261,84,8,0.0,1,2,0.0,0.0,1.0,0.45000000000000284,1,2.0,32.0
52,-32.0,33,8.0,0.0,5,1497.0,2.0,-32.0,0,1.0,1,4.0,1,0,32.0,5.0,18.793,119.0,16.074,85,8,0.0,0,2,0.43333333333339397,0.43333333333339397,0.0,1442.2,2,2.0,32.0
52,-33.0,34,8.0,0.0,5,1497.5,2.0,-33.0,1,2.0,1,3.0,2,0,33.0,5.0,12.381,91.0,9.102,86,8,0.0,0,2,0.933333333333394,0.933333333333394,0.0,0.43333333333339397,2,2.0,33.0
52,-34.0,35,8.0,1.0,5,1498.3666666666666,2.0,-34.0,1,3.0,1,3.0,3,0,34.0,5.0,13.794,99.0,10.909,87,8,0.0,1,2,1.7999999999999545,1.7999999999999545,0.0,0.5,1,2.0,34.0
52,-35.0,36,8.0,1.0,5,1498.7333333333333,2.0,-35.0,1,4.0,1,5.0,4,0,35.0,5.0,19.218,119.0,13.641,88,8,0.0,1,2,2.1666666666667425,2.1666666666667425,0.0,0.8666666666665606,2,2.0,35.0
53,36.0,36,-9.0,-0.0,5,1499.75,-3.0,-36.0,1,-0.0,-1,1.0,0,0,36.0,-5.0,5.428,103.0,5.008,89,9,0.0,1,3,0.0,-0.0,0.0,0.36666666666678793,1,-2.0,-36.0
54,36.0,36,-9.0,-0.0,5,1500.3,-3.0,-36.0,1,-1.0,-1,1.0,1,0,36.0,-5.0,0.767,133.0,1.035,90,9,1.0,1,3,0.5499999999999545,-0.5499999999999545,0.0,1.0166666666666515,1,-2.0,-36.0
54,36.0,37,-9.0,-0.0,5,1500.85,-3.0,-36.0,1,-2.0,-1,5.0,2,1,36.0,-5.0,27.097,131.0,31.025,91,9,0.0,1,3,1.099999999999909,-1.099999999999909,0.0,0.5499999999999545,2,-2.0,-36.0
55,37.0,37,-9.0,-0.0,5,1501.8166666666666,-3.0,-37.0,1,-3.0,-1,10.0,3,0,37.0,-5.0,39.373,103.0,41.218,92,9,0.0,1,3,2.066666666666606,-2.066666666666606,0.0,0.5499999999999545,2,-2.0,-37.0
55,37.0,38,-9.0,-0.0,5,1502.4166666666667,-3.0,-37.0,1,-4.0,-1,1.0,4,0,37.0,-5.0,5.276,99.0,6.59,93,9,0.0,1,3,2.6666666666667425,-2.6666666666667425,1.0,0.966666666666697,2,-2.0,-37.0
56,38.0,38,-9.0,-0.0,5,1503.1666666666667,-3.0,-38.0,1,-5.0,-1,0.0,5,1,38.0,-5.0,10.22,99.0,12.357,94,9,0.0,0,3,3.4166666666667425,-3.4166666666667425,0.0,0.6000000000001364,1,-2.0,-38.0
57,-38.0,38,1.0,0.0,0,1506.9833333333333,0.0,-38.0,1,0.0,1,1.0,0,0,38.0,0.0,0.618,131.0,0.85,95,1,1.0,0,0,0.0,0.0,0.0,0.75,2,3.0,38.0
57,-38.0,39,1.0,0.0,0,1507.8166666666666,0.0,-38.0,0,1.0,1,2.0,1,0,38.0,0.0,11.568,94.0,9.116,96,1,0.0,1,0,0.8333333333332575,0.8333333333332575,1.0,3.816666666666606,1,3.0,38.0
57,-39.0,40,1.0,0.0,0,1508.1833333333334,0.0,-39.0,0,2.0,1,1.0,2,0,39.0,0.0,12.652,125.0,10.446,97,1,0.0,1,0,1.2000000000000455,1.2000000000000455,0.0,0.8333333333332575,2,3.0,39.0
57,-40.0,41,1.0,1.0,0,1508.9166666666667,0.0,-40.0,0,3.0,1,1.0,3,0,40.0,0.0,9.003,92.0,7.473,98,1,0.0,1,0,1.933333333333394,1.933333333333394,0.0,0.36666666666678793,1,3.0,40.0
57,-41.0,42,1.0,1.0,0,1509.3666666666666,0.0,-41.0,1,4.0,1,3.0,4,0,41.0,0.0,14.914,128.0,13.652,99,1,0.0,0,0,2.383333333333212,2.383333333333212,0.0,0.7333333333333485,2,3.0,41.0
58,42.0,42,-2.0,-0.0,0,1510.6333333333334,-1.0,-42.0,0,-0.0,-1,7.0,0,0,42.0,-0.0,41.442,91.0,36.704,100,2,0.0,1,1,0.0,-0.0,0.0,0.4499999999998181,1,-3.0,-42.0
59,42.0,42,-2.0,-0.0,0,1511.4333333333334,-1.0,-42.0,0,-1.0,-1,7.0,1,1,42.0,-0.0,27.327,119.0,26.739,101,2,1.0,0,1,0.7999999999999545,-0.7999999999999545,0.0,1.2666666666668789,1,-3.0,-42.0
60,42.0,42,-2.0,-0.0,0,1511.7666666666667,-1.0,-42.0,0,-2.0,-1,1.0,2,0,42.0,-0.0,0.626,125.0,1.09,102,2,0.0,1,1,1.133333333333212,-1.133333333333212,0.0,0.7999999999999545,1,-3.0,-42.0
61,42.0,42,-2.0,-0.0,0,1512.1833333333334,-1.0,-42.0,1,-3.0,-1,3.0,3,0,42.0,-0.0,11.483,117.0,10.003,103,2,1.0,0,1,1.5499999999999545,-1.5499999999999545,0.0,0.33333333333325754,1,-3.0,-42.0
61,-42.0,43,3.0,0.0,1,1512.7833333333333,1.0,-42.0,0,0.0,1,1.0,0,1,42.0,1.0,6.762,131.0,7.063,104,3,0.0,1,1,0.0,0.0,0.0,0.41666666666674246,1,3.0,42.0
62,-43.0,43,3.0,1.0,1,1513.05,1.0,-43.0,0,1.0,1,1.0,1,0,43.0,1.0,0.698,126.0,0.756,105,3,0.0,1,1,0.2666666666666515,0.2666666666666515,0.0,0.599999999999909,1,3.0,43.0
62,-43.0,44,3.0,0.0,1,1513.6333333333334,1.0,-43.0,0,2.0,1,4.0,2,0,43.0,1.0,17.99,119.0,15.655,106,3,0.0,1,1,0.8500000000001364,0.8500000000001364,0.0,0.2666666666666515,2,3.0,43.0
63,-44.0,44,3.0,1.0,1,1514.35,1.0,-44.0,1,3.0,1,3.0,3,0,44.0,1.0,14.398,94.0,18.033,107,3,0.0,1,1,1.566666666666606,1.566666666666606,0.0,0.5833333333334849,2,3.0,44.0
63,-44.0,45,3.0,0.0,1,1515.1833333333334,1.0,-44.0,1,4.0,1,6.0,4,1,44.0,1.0,23.711,87.0,19.839,108,3,1.0,1,1,2.400000000000091,2.400000000000091,0.0,0.7166666666664696,1,3.0,44.0
63,-45.0,46,3.0,1.0,1,1516.0,1.0,-45.0,1,5.0,1,3.0,5,0,45.0,1.0,8.11,119.0,7.641,109,3,0.0,0,1,3.216666666666697,3.216666666666697,0.0,0.8333333333334849,1,3.0,45.0
64,46.0,46,-4.0,-0.0,1,1517.7666666666667,-2.0,-46.0,1,-0.0,-1,1.0,0,0,46.0,-1.0,6.406,123.0,3.653,110,4,0.0,1,2,0.0,-0.0,0.0,0.816666666666606,1,-3.0,-46.0
65,46.0,46,-4.0,-0.0,1,1518.1333333333334,-2.0,-46.0,1,-1.0,-1,1.0,1,0,46.0,-1.0,0.951,130.0,1.521,111,4,1.0,1,2,0.36666666666678793,-0.36666666666678793,0.0,1.7666666666666515,2,-3.0,-46.0
66,46.0,46,-4.0,-0.0,1,1518.4333333333334,-2.0,-46.0,1,-2.0,-1,7.0,2,1,46.0,-1.0,21.917,93.0,25.098,112,4,1.0,1,2,0.6666666666667425,-0.6666666666667425,0.0,0.36666666666678793,1,-3.0,-46.0
67,46.0,46,-4.0,-0.0,1,1518.8333333333333,-2.0,-46.0,1,-3.0,-1,3.0,3,0,46.0,-1.0,8.808,130.0,14.341,113,4,1.0,1,2,1.066666666666606,-1.066666666666606,0.0,0.2999999999999545,1,-3.0,-46.0
