p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server,factor
97,-108,109,9,0,4,138.95,4,-108,1,3,1,1,3,0,108,4,0.865,115,0.564,206,9,1,0,4,1.6,1.6,0,0.733333333,2,4,108,0.692257
97,-109,110,9,0,4,139.6666667,4,-109,1,4,1,4,4,0,109,4,11.007,115,10.742,207,9,0,1,4,2.316666667,2.316666667,0,0.366666667,2,4,109,0.720972
97,-110,111,9,1,4,140.6,4,-110,1,5,1,8,5,0,110,4,24.343,114,23.448,208,9,0,0,4,3.25,3.25,0,0.716666667,1,4,110,0.89816
97,-111,112,10,0,4,142.45,5,-111,0,0,1,6,0,0,111,4,32.657,125,43.138,209,10,0,1,5,0,0,0,0.933333333,1,4,111,2.775423
97,-112,113,10,1,4,142.9333333,5,-112,1,1,1,5,1,1,112,4,18.501,121,17.704,210,10,0,1,5,0.483333333,0.483333333,0,1.85,1,4,112,3.324206
97,-113,114,10,1,4,143.3833333,5,-113,1,2,1,3,2,0,113,4,18.803,126,16.327,211,10,0,1,5,0.933333333,0.933333333,0,0.483333333,2,4,113,3.393441
98,-114,114,10,1,4,144.1666667,5,-114,1,3,1,7,3,0,114,4,18.908,101,21.272,212,10,0,1,5,1.716666667,1.716666667,0,0.45,2,4,114,1.021922
98,-114,115,10,1,4,144.7333333,5,-114,1,4,1,2,4,0,114,4,6.011,91,7.044,213,10,0,1,5,2.283333333,2.283333333,0,0.783333333,2,4,114,4.68087
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,26.441,101,23.86,1,1,0,1,0,0,0,1,0,1,1,0,-5.456054
1,0,1,1,0,0,0.583333333,0,0,0,1,1,0,1,1,0,0,26.441,101,23.86,2,1,0,1,0,0.583333333,0.583333333,1,0,2,1,0,4.469096
2,-1,1,1,0,0,1,0,-1,0,2,1,0,2,0,1,0,2.785,101,3.33,3,1,0,0,0,1,1,0,0.583333333,2,1,1,-6.170457
2,-1,2,1,0,0,1.616666667,0,-1,1,3,1,0,3,1,1,0,20.422,101,20.223,4,1,0,1,0,1.616666667,1.616666667,1,0.416666667,1,1,1,3.428604
2,-2,3,1,0,0,2.083333333,0,-2,1,4,1,0,4,1,2,0,27.555,101,18.856,5,1,0,1,0,2.083333333,2.083333333,0,0.616666667,1,1,2,3.806625
3,-3,3,1,1,0,2.566666667,0,-3,0,5,1,0,5,0,3,0,27.375,101,29.052,6,1,0,1,0,2.566666667,2.566666667,0,0.466666667,1,1,3,-6.65599
4,-3,3,1,0,0,3.383333333,0,-3,1,6,1,0,6,1,3,0,40.949,101,36.511,7,1,0,1,0,3.383333333,3.383333333,1,0.483333333,1,1,3,-2.684403
4,-3,4,1,1,0,3.75,0,-3,0,7,1,0,7,0,3,0,4.689,101,5.181,8,1,0,0,0,3.75,3.75,0,0.816666667,1,1,3,3.434687
5,-4,4,1,0,0,4.133333333,0,-4,0,8,1,0,8,0,4,0,9.575,101,9.668,9,1,0,0,0,4.133333333,4.133333333,0,0.366666667,1,1,4,-7.693807
5,-4,5,1,1,0,4.933333333,0,-4,1,9,1,0,9,0,4,0,34.644,101,39.697,10,1,1,1,0,4.933333333,4.933333333,0,0.383333333,2,1,4,7.09143
6,-5,5,1,0,0,5.45,0,-5,1,10,1,0,10,0,5,0,5.229,101,6.672,11,1,0,1,0,5.45,5.45,0,0.8,2,1,5,-7.593927
7,-5,5,1,1,0,6.233333333,0,-5,0,11,1,0,11,0,5,0,24.859,101,24.094,12,1,0,1,0,6.233333333,6.233333333,1,0.516666667,1,1,5,-4.58201
8,-5,5,2,0,1,7.55,0,-5,0,0,1,0,0,0,5,1,1.391,101,1.268,13,2,0,1,0,0,0,0,0.783333333,2,1,5,-2.716706
9,-5,5,2,0,1,8.1,0,-5,0,1,1,0,1,0,5,1,8.273,101,8.432,14,2,0,1,0,0.55,0.55,0,1.316666667,1,1,5,-2.917117
9,-5,6,2,0,1,8.8,0,-5,0,2,1,0,2,0,5,1,28.903,101,36.406,15,2,0,0,0,1.25,1.25,0,0.55,2,1,5,7.197784
9,-6,7,2,0,1,9.433333333,0,-6,0,3,1,0,3,1,6,1,11.286,101,9.317,16,2,0,1,0,1.883333333,1.883333333,0,0.7,2,1,6,4.175672
9,-7,8,2,0,1,10.03333333,0,-7,1,4,1,0,4,0,7,1,9.331,101,11.319,17,2,0,1,0,2.483333333,2.483333333,0,0.633333333,1,1,7,3.52133
10,-8,8,2,1,1,10.76666667,0,-8,0,5,1,0,5,0,8,1,43.765,101,41.108,18,2,0,1,0,3.216666667,3.216666667,0,0.6,2,1,8,-3.224945
10,-8,9,2,0,1,11.36666667,0,-8,0,6,1,0,6,1,8,1,3.399,101,4.384,19,2,1,1,0,3.816666667,3.816666667,0,0.733333333,1,1,8,4.245613
11,-9,9,2,1,1,11.73333333,0,-9,0,7,1,0,7,0,9,1,4.581,101,4.205,20,2,0,1,0,4.183333333,4.183333333,0,0.6,1,1,9,-1.514617
12,-9,9,2,0,1,12.33333333,0,-9,1,8,1,0,8,0,9,1,15.551,101,19.505,21,2,0,1,0,4.783333333,4.783333333,0,0.366666667,1,1,9,-1.262723
13,-9,9,2,1,1,13.18333333,0,-9,0,9,1,0,9,1,9,1,12.662,101,14.146,22,2,0,1,0,5.633333333,5.633333333,0,0.6,2,1,9,-1.816527
13,-9,10,3,0,2,13.96666667,0,-9,1,0,1,0,0,0,9,2,5.61,101,5.322,23,3,0,1,0,0,0,1,0.85,2,1,9,4.866682
13,-10,11,3,1,2,14.43333333,0,-10,0,1,1,0,1,0,10,2,6.695,101,7.958,24,3,0,0,0,0.466666667,0.466666667,0,0.783333333,2,1,10,2.209428
14,-11,11,3,1,2,14.91666667,0,-11,1,2,1,0,2,0,11,2,4.223,101,4.572,25,3,0,1,0,0.95,0.95,0,0.466666667,1,1,11,-9.16136
14,-11,12,3,1,2,15.25,0,-11,1,3,1,0,3,0,11,2,0.928,101,1.483,26,3,1,1,0,1.283333333,1.283333333,0,0.483333333,1,1,11,1.84034
14,-12,13,3,1,2,15.71666667,0,-12,1,4,1,0,4,0,12,2,21.204,101,42.481,27,3,0,1,0,1.75,1.75,0,0.333333333,2,1,12,1.769966
14,-13,14,4,0,2,17.75,1,-13,1,0,1,0,0,0,13,2,24.038,101,26.75,28,4,0,1,1,0,0,0,0.466666667,1,1,13,2.444046
14,-14,15,4,1,2,18.23333333,1,-14,0,1,1,0,1,0,14,2,8.716,101,7.249,29,4,0,0,1,0.483333333,0.483333333,0,2.033333333,1,1,14,3.075125
14,-15,16,4,1,2,19.25,1,-15,1,2,1,0,2,0,15,2,8.895,101,7.765,30,4,0,1,1,1.5,1.5,0,0.483333333,2,1,15,3.587098
15,-16,16,4,1,2,19.71666667,1,-16,0,3,1,0,3,0,16,2,11.823,101,8.815,31,4,0,1,1,1.966666667,1.966666667,0,1.016666667,2,1,16,-4.927226
16,-16,16,4,1,2,20.63333333,1,-16,1,4,1,0,4,1,16,2,7.849,101,7.343,32,4,0,1,1,2.883333333,2.883333333,0,0.466666667,2,1,16,-0.681235
17,-16,16,4,1,2,21.33333333,1,-16,1,5,1,0,5,0,16,2,17.345,101,17.175,33,4,0,1,1,3.583333333,3.583333333,1,0.916666667,1,1,16,-2.39973
17,-16,17,4,0,2,21.83333333,1,-16,1,6,1,0,6,1,16,2,4.336,101,3.761,34,4,0,1,1,4.083333333,4.083333333,0,0.7,1,1,16,4.363733
17,-17,18,4,1,2,22.26666667,1,-17,1,7,1,0,7,0,17,2,1.542,101,1.226,35,4,0,0,1,4.516666667,4.516666667,0,0.5,1,1,17,4.390619
17,-18,19,5,0,2,22.78333333,2,-18,0,0,1,0,0,0,18,2,11.201,101,9.729,36,5,0,1,2,0,0,0,0.433333333,2,1,18,4.330483
17,-19,20,5,1,2,23.38333333,2,-19,0,1,1,0,1,0,19,2,21.031,101,20.126,37,5,0,1,2,0.6,0.6,0,0.516666667,2,1,19,3.629124
17,-20,21,5,1,2,24,2,-20,0,2,1,0,2,1,20,2,15.849,101,24.281,38,5,0,1,2,1.216666667,1.216666667,0,0.6,1,1,20,1.033342
18,-21,21,5,1,2,24.31666667,2,-21,1,3,1,0,3,0,21,2,11.155,101,11.077,39,5,0,0,2,1.533333333,1.533333333,0,0.616666667,2,1,21,-4.873309
18,-21,22,5,1,2,24.8,2,-21,1,4,1,0,4,0,21,2,0.991,101,0.975,40,5,0,0,2,2.016666667,2.016666667,0,0.316666667,2,1,21,3.410391
19,-22,22,6,0,2,26.75,3,-22,1,0,1,0,0,1,22,2,14.42,101,23.316,41,6,0,0,3,0,0,0,0.483333333,1,1,22,-2.626181
19,-22,23,6,0,2,27.4,3,-22,1,1,1,0,1,1,22,2,26.542,101,27.604,42,6,0,1,3,0.65,0.65,1,1.95,1,1,22,4.960582
19,-23,24,6,0,2,27.93333333,3,-23,1,2,1,0,2,0,23,2,0.916,101,0.82,43,6,0,0,3,1.183333333,1.183333333,0,0.65,2,1,23,3.395918
19,-24,25,6,1,2,28.68333333,3,-24,0,3,1,0,3,0,24,2,27.048,101,30.581,44,6,0,1,3,1.933333333,1.933333333,0,0.533333333,1,1,24,2.552689
19,-25,26,6,1,2,29.18333333,3,-25,1,4,1,0,4,1,25,2,12.847,101,17.723,45,6,0,1,3,2.433333333,2.433333333,0,0.75,1,1,25,2.905653
19,-26,27,7,0,2,29.66666667,4,-26,1,0,1,0,0,0,26,2,1.768,101,1.283,46,7,0,1,4,0,0,0,0.5,2,1,26,2.352064
20,-27,27,7,1,2,30.2,4,-27,1,1,1,0,1,1,27,2,10.585,101,33.511,47,7,0,1,4,0.533333333,0.533333333,0,0.483333333,1,1,27,-2.12773
21,-27,27,7,0,2,30.48333333,4,-27,1,2,1,0,2,0,27,2,4.122,101,4.51,48,7,0,1,4,0.816666667,0.816666667,0,0.533333333,1,1,27,-4.132096
21,-27,28,7,0,2,30.91666667,4,-27,1,3,1,0,3,0,27,2,22.599,101,18.622,49,7,0,0,4,1.25,1.25,0,0.283333333,1,1,27,4.388236
21,-28,29,7,0,2,31.25,4,-28,0,4,1,0,4,0,28,2,3.755,101,4.75,50,7,0,1,4,1.583333333,1.583333333,0,0.433333333,2,1,28,3.985892
21,-29,30,7,1,2,31.91666667,4,-29,0,5,1,0,5,0,29,2,14.692,101,29.332,51,7,0,1,4,2.25,2.25,0,0.333333333,1,1,29,2.818185
21,-30,31,8,0,2,34.2,5,-30,1,0,1,0,0,0,30,2,6.28,101,8.884,52,8,0,1,5,0,0,0,0.666666667,1,1,30,3.312636
22,-31,31,8,1,2,34.43333333,5,-31,1,1,1,0,1,0,31,2,10.307,101,8.46,53,8,0,1,5,0.233333333,0.233333333,0,2.283333333,2,1,31,-2.703422
22,-31,32,8,0,2,35.11666667,5,-31,1,2,1,0,2,0,31,2,13.67,101,12.421,54,8,0,0,5,0.916666667,0.916666667,0,0.233333333,1,1,31,5.391485
22,-32,33,8,1,2,35.43333333,5,-32,0,3,1,0,3,0,32,2,7.416,101,7.06,55,8,0,0,5,1.233333333,1.233333333,0,0.683333333,2,1,32,2.89503
22,-33,34,8,1,2,35.98333333,5,-33,1,4,1,0,4,0,33,2,11.38,101,11.719,56,8,0,1,5,1.783333333,1.783333333,0,0.316666667,1,1,33,4.599363
23,-34,34,1,0,0,38,0,-34,0,0,1,0,0,0,34,0,9.513,101,8.334,57,1,0,1,0,0,0,0,0.55,1,2,34,-2.628817
24,-34,34,1,0,0,38.36666667,0,-34,1,1,1,0,1,1,34,0,10.968,101,11.313,58,1,0,1,0,0.366666667,0.366666667,1,2.016666667,1,2,34,-1.232584
25,-34,34,1,0,0,39.08333333,0,-34,1,2,1,0,2,1,34,0,18.179,101,18.404,59,1,0,1,0,1.083333333,1.083333333,0,0.366666667,2,2,34,-1.348421
26,-34,34,1,0,0,39.63333333,0,-34,0,3,1,0,3,0,34,0,11.866,101,12.171,60,1,0,1,0,1.633333333,1.633333333,1,0.716666667,1,2,34,-3.125825
26,-34,35,2,0,1,40.83333333,0,-34,1,0,1,0,0,0,34,1,13.693,101,15.878,61,2,0,0,0,0,0,0,0.55,1,2,34,4.511633
27,-35,35,2,1,1,41.13333333,0,-35,1,1,1,0,1,1,35,1,6.487,101,6.437,62,2,0,1,0,0.3,0.3,0,1.2,1,2,35,-0.332373
27,-35,36,2,0,1,41.65,0,-35,1,2,1,0,2,0,35,1,14.765,101,15.422,63,2,0,0,0,0.816666667,0.816666667,1,0.3,1,2,35,3.763931
28,-36,36,2,1,1,42,0,-36,1,3,1,0,3,0,36,1,1.312,101,1.184,64,2,0,0,0,1.166666667,1.166666667,0,0.516666667,2,2,36,-0.170423
29,-36,36,2,0,1,42.9,0,-36,0,4,1,0,4,0,36,1,37.797,101,35.385,65,2,0,0,0,2.066666667,2.066666667,1,0.35,1,2,36,-0.738185
29,-36,37,2,0,1,43.58333333,0,-36,1,5,1,0,5,0,36,1,23.821,101,19.9,66,2,0,0,0,2.75,2.75,1,0.9,2,2,36,4.390329
29,-37,38,2,0,1,44.56666667,0,-37,1,6,1,0,6,0,37,1,39.139,101,46.207,67,2,0,0,0,3.733333333,3.733333333,0,0.683333333,1,2,37,3.624693
30,-38,38,2,1,1,45.38333333,0,-38,1,7,1,0,7,0,38,1,95.845,101,50.382,68,2,0,1,0,4.55,4.55,0,0.983333333,1,2,38,0.711027
31,-38,38,2,0,1,46.03333333,0,-38,1,8,1,0,8,0,38,1,34.615,101,21.947,69,2,0,0,0,5.2,5.2,1,0.816666667,1,2,38,0.675493
31,-38,39,2,1,1,46.61666667,0,-38,1,9,1,0,9,0,38,1,27.598,101,21.03,70,2,0,1,0,5.783333333,5.783333333,1,0.65,2,2,38,4.397274
32,-39,39,2,0,1,47.71666667,0,-39,0,10,1,0,10,0,39,1,53.899,101,63.714,71,2,0,1,0,6.883333333,6.883333333,0,0.583333333,1,2,39,-1.095229
32,-39,40,2,1,1,49.08333333,0,-39,0,11,1,0,11,0,39,1,87.367,101,108.361,72,2,1,0,0,8.25,8.25,0,1.1,2,2,39,5.04218
33,-40,40,2,0,1,49.88333333,0,-40,1,12,1,0,12,0,40,1,16.824,101,15.75,73,2,0,1,0,9.05,9.05,0,1.366666667,1,2,40,-2.444371
33,-40,41,2,1,1,50.8,0,-40,1,13,1,0,13,0,40,1,39.551,101,43.441,74,2,1,0,0,9.966666667,9.966666667,0,0.8,1,2,40,4.547126
34,-41,41,2,0,1,51.28333333,0,-41,1,14,1,0,14,0,41,1,0.736,101,0.844,75,2,0,0,0,10.45,10.45,0,0.916666667,1,2,41,0.244138
35,-41,41,2,1,1,51.85,0,-41,0,15,1,0,15,0,41,1,17.245,101,17.823,76,2,0,0,0,11.01666667,11.01666667,1,0.483333333,1,2,41,-1.078365
35,-41,42,3,0,2,52.75,0,-41,0,0,1,0,0,0,41,2,18.666,101,18.84,77,3,1,0,0,0,0,0,0.566666667,2,2,41,3.60293
35,-42,43,3,1,2,53.53333333,0,-42,1,1,1,0,1,0,42,2,23.363,101,29.138,78,3,0,1,0,0.783333333,0.783333333,0,0.9,1,2,42,4.366954
35,-43,44,3,1,2,54,0,-43,1,2,1,0,2,1,43,2,17.795,101,13.191,79,3,0,1,0,1.25,1.25,0,0.783333333,2,2,43,4.26472
35,-44,45,3,1,2,54.98333333,0,-44,0,3,1,0,3,0,44,2,38.952,101,37.982,80,3,0,1,0,2.233333333,2.233333333,0,0.466666667,1,2,44,1.518923
35,-45,46,4,0,2,56.98333333,1,-45,0,0,1,0,0,0,45,2,37.738,101,43.667,81,4,0,0,1,0,0,0,0.983333333,2,2,45,3.945228
35,-46,47,4,1,2,57.88333333,1,-46,1,1,1,0,1,1,46,2,37.819,101,30.048,82,4,0,1,1,0.9,0.9,0,2,1,2,46,4.026248
35,-47,48,4,1,2,58.38333333,1,-47,0,2,1,0,2,1,47,2,21.197,101,18.939,83,4,0,1,1,1.4,1.4,0,0.9,1,2,47,4.076673
35,-48,49,4,1,2,58.81666667,1,-48,0,3,1,0,3,0,48,2,10.832,101,8.113,84,4,0,0,1,1.833333333,1.833333333,0,0.5,1,2,48,3.915199
35,-49,50,5,0,2,59.26666667,2,-49,0,0,1,0,0,0,49,2,0.822,101,1.011,85,5,0,0,2,0,0,0,0.433333333,2,2,49,1.970645
36,-50,50,5,1,2,60.06666667,2,-50,0,1,1,0,1,0,50,2,36.577,101,40.512,86,5,0,0,2,0.8,0.8,0,0.45,2,2,50,-0.909024
37,-50,50,5,0,2,60.85,2,-50,1,2,1,0,2,0,50,2,18.783,101,14.014,87,5,0,1,2,1.583333333,1.583333333,1,0.8,1,2,50,-0.393309
38,-50,50,5,0,2,61.21666667,2,-50,1,3,1,0,3,0,50,2,5.273,101,4.537,88,5,0,0,2,1.95,1.95,0,0.783333333,1,2,50,-2.294845
38,-50,51,5,0,2,61.71666667,2,-50,1,4,1,0,4,0,50,2,20.273,101,7.499,89,5,1,1,2,2.45,2.45,0,0.366666667,2,2,50,2.279656
38,-51,52,5,0,2,62.33333333,2,-51,1,5,1,0,5,0,51,2,4.296,101,6.852,90,5,0,1,2,3.066666667,3.066666667,0,0.5,2,2,51,3.476061
38,-52,53,5,0,2,63.13333333,2,-52,1,6,1,0,6,0,52,2,22.901,101,22.198,91,5,0,1,2,3.866666667,3.866666667,0,0.616666667,1,2,52,0.893524
38,-53,54,5,1,2,63.46666667,2,-53,1,7,1,0,7,1,53,2,3.607,101,4.469,92,5,0,1,2,4.2,4.2,0,0.8,2,2,53,2.119751
39,-54,54,6,0,2,65.38333333,3,-54,0,0,1,0,0,0,54,2,8.983,101,10.169,93,6,0,1,3,0,0,0,0.333333333,1,2,54,0.943773
39,-54,55,6,0,2,65.9,3,-54,1,1,1,0,1,1,54,2,15.055,101,12.473,94,6,1,1,3,0.516666667,0.516666667,0,1.916666667,1,2,54,2.786517
40,-55,55,6,0,2,66.46666667,3,-55,1,2,1,0,2,0,55,2,24.229,101,15.452,95,6,0,0,3,1.083333333,1.083333333,0,0.516666667,1,2,55,-0.126508
41,-55,55,6,0,2,66.91666667,3,-55,1,3,1,0,3,0,55,2,13.7,101,11.943,96,6,1,1,3,1.533333333,1.533333333,0,0.566666667,1,2,55,0.429885
42,-55,55,6,0,2,67.46666667,3,-55,1,4,1,0,4,0,55,2,12.845,101,13.402,97,6,1,1,3,2.083333333,2.083333333,0,0.45,2,2,55,0.692543
43,-55,55,7,0,3,68.36666667,3,-55,1,0,1,0,0,0,55,3,14.471,101,17.143,98,7,0,0,3,0,0,1,0.55,2,2,55,-1.543686
44,-55,55,7,0,3,69.31666667,3,-55,1,1,1,0,1,0,55,3,33.536,101,34.969,99,7,0,1,3,0.95,0.95,1,0.9,2,2,55,-2.310154
45,-55,55,7,0,3,70.13333333,3,-55,0,2,1,0,2,0,55,3,4.081,101,5.028,100,7,0,1,3,1.766666667,1.766666667,0,0.95,2,2,55,-0.607339
46,-55,55,7,0,3,70.76666667,3,-55,1,3,1,0,3,0,55,3,14.322,101,16.646,101,7,0,1,3,2.4,2.4,1,0.816666667,1,2,55,-4.743978
46,-55,56,8,0,4,72.7,3,-55,1,0,1,0,0,0,55,4,0.889,101,0.818,102,8,1,0,3,0,0,0,0.633333333,1,2,55,4.670081
47,-56,56,8,1,4,73.5,3,-56,1,1,1,0,1,0,56,4,1.412,101,1.209,103,8,0,1,3,0.8,0.8,0,1.933333333,2,2,56,-0.195459
48,-56,56,8,0,4,74.53333333,3,-56,1,2,1,0,2,1,56,4,8.318,101,7.282,104,8,0,1,3,1.833333333,1.833333333,1,0.8,1,2,56,-1.203892
49,-56,56,8,0,4,75.08333333,3,-56,1,3,1,0,3,1,56,4,8.921,101,6.745,105,8,0,1,3,2.383333333,2.383333333,1,1.033333333,1,2,56,-0.209887
49,-56,57,8,0,4,77.05,3,-56,0,4,1,0,4,1,56,4,13.764,101,13.709,106,8,0,1,3,4.35,4.35,1,0.55,2,2,56,2.994489
49,-57,58,8,0,4,77.58333333,3,-57,1,5,1,0,5,0,57,4,21.224,101,15.351,107,8,0,1,3,4.883333333,4.883333333,0,1.966666667,1,2,57,2.958905
49,-58,59,8,0,4,78.08333333,3,-58,1,6,1,0,6,0,58,4,8.574,101,6.803,108,8,0,0,3,5.383333333,5.383333333,0,0.533333333,1,2,58,3.584148
49,-59,60,8,1,4,78.76666667,3,-59,1,7,1,0,7,0,59,4,22.058,101,16.508,109,8,0,0,3,6.066666667,6.066666667,0,0.5,2,2,59,3.347457
50,-60,60,9,0,4,79.71666667,4,-60,0,0,1,0,0,1,60,4,5.295,101,5.826,110,9,0,1,4,0,0,0,0.683333333,2,2,60,-1.310325
50,-60,61,9,0,4,80.58333333,4,-60,0,1,1,0,1,0,60,4,34.327,101,48.031,111,9,1,1,4,0.866666667,0.866666667,0,0.95,1,2,60,2.747448
51,-61,61,9,0,4,80.88333333,4,-61,1,2,1,0,2,1,61,4,7.018,101,8.988,112,9,0,1,4,1.166666667,1.166666667,0,0.866666667,2,2,61,-3.002668
52,-61,61,9,0,4,81.56666667,4,-61,1,3,1,0,3,0,61,4,0.958,101,1.125,113,9,1,0,4,1.85,1.85,0,0.3,1,2,61,-2.854427
53,-61,61,9,0,4,82.21666667,4,-61,1,4,1,0,4,0,61,4,12.301,101,8.965,114,9,0,0,4,2.5,2.5,0,0.683333333,1,2,61,-1.310414
53,-61,62,10,0,5,84.08333333,4,-61,1,0,1,0,0,0,61,5,13.678,101,14.867,115,10,1,0,4,0,0,0,0.65,1,2,61,5.076911
53,-62,63,10,1,5,84.68333333,4,-62,0,1,1,0,1,0,62,5,14.28,101,29.864,116,10,0,1,4,0.6,0.6,0,1.866666667,2,2,62,3.917802
53,-63,64,10,1,5,85.28333333,4,-63,1,2,1,0,2,1,63,5,11.378,101,10.059,117,10,0,1,4,1.2,1.2,0,0.6,1,2,63,3.968117
54,-64,64,10,1,5,85.6,4,-64,1,3,1,0,3,0,64,5,0.93,101,1.152,118,10,0,0,4,1.516666667,1.516666667,0,0.6,1,2,64,0.388005
55,-64,64,10,1,5,85.95,4,-64,1,4,1,0,4,0,64,5,4.551,101,3.606,119,10,1,0,4,1.866666667,1.866666667,0,0.316666667,1,2,64,0.8917
56,-64,64,10,1,5,86.4,4,-64,1,5,1,0,5,1,64,5,6.332,101,4.55,120,10,0,1,4,2.316666667,2.316666667,0,0.35,2,2,64,0.308593
56,-64,65,10,0,5,87.16666667,4,-64,1,6,1,0,6,1,64,5,15.583,101,18.318,121,10,1,1,4,3.083333333,3.083333333,0,0.45,2,2,64,2.537892
56,-65,66,10,1,5,88.05,4,-65,0,7,1,0,7,0,65,5,30.667,101,31.922,122,10,0,1,4,3.966666667,3.966666667,0,0.766666667,1,2,65,3.312732
56,-66,67,11,0,5,89.11666667,5,-66,0,0,1,0,0,0,66,5,74.824,101,65.973,123,11,0,1,5,0,0,0,0.883333333,1,2,66,0.603951
57,-67,67,11,1,5,89.45,5,-67,0,1,1,0,1,0,67,5,7.628,101,9.59,124,11,0,1,5,0.333333333,0.333333333,0,1.066666667,1,2,67,-2.015108
57,-67,68,11,0,5,89.81666667,5,-67,0,2,1,0,2,0,67,5,5.074,101,5.466,125,11,0,0,5,0.7,0.7,0,0.333333333,1,2,67,2.553548
57,-68,69,11,1,5,90.16666667,5,-68,1,3,1,0,3,0,68,5,5.473,101,6.886,126,11,0,1,5,1.05,1.05,0,0.366666667,1,2,68,0.444768
58,-69,69,11,1,5,90.51666667,5,-69,1,4,1,0,4,0,69,5,9.619,101,12.625,127,11,0,1,5,1.4,1.4,0,0.35,1,2,69,-2.62967
58,-69,70,11,1,5,91.28333333,5,-69,1,5,1,0,5,1,69,5,20.192,101,30.041,128,11,0,1,5,2.166666667,2.166666667,0,0.35,2,2,69,3.160067
59,-70,70,12,0,5,93.26666667,6,-70,0,0,1,0,0,0,70,5,31.452,101,66.379,129,12,0,1,6,0,0,0,0.766666667,2,2,70,0.227964
60,-70,70,12,0,5,94.16666667,6,-70,0,1,1,0,1,0,70,5,13.17,101,12.135,130,12,1,1,6,0.9,0.9,0,1.983333333,1,2,70,-0.385463
61,-70,70,12,0,5,94.75,6,-70,0,2,1,0,2,1,70,5,16.042,101,14.03,131,12,0,1,6,1.483333333,1.483333333,0,0.9,2,2,70,-0.062135
61,-70,71,12,0,5,95.51666667,6,-70,1,3,1,0,3,0,70,5,20.299,101,16.467,132,12,0,1,6,2.25,2.25,1,0.583333333,2,2,70,1.524569
61,-71,72,12,0,5,96.43333333,6,-71,0,4,1,0,4,1,71,5,46.699,101,36.551,133,12,0,1,6,3.166666667,3.166666667,0,0.766666667,1,2,71,2.796036
61,-72,73,12,0,5,97.28333333,6,-72,0,5,1,0,5,0,72,5,9.449,101,10.718,134,12,0,0,6,4.016666667,4.016666667,0,0.916666667,2,2,72,3.333181
62,-73,73,12,0,5,98.28333333,6,-73,0,6,1,0,6,1,73,5,54.278,101,43.294,135,12,0,1,6,5.016666667,5.016666667,0,0.85,2,2,73,-1.911956
63,-73,73,12,1,5,99.58333333,6,-73,1,7,1,0,7,0,73,5,59.689,101,56.113,136,12,0,1,6,6.316666667,6.316666667,0,1,1,2,73,1.783467
64,-73,73,13,0,6,100.45,6,-73,0,0,1,0,0,0,73,6,25.93,101,23.315,137,13,0,1,6,0,0,1,1.3,1,2,73,-1.898517
65,-73,73,13,0,6,101.0166667,6,-73,1,1,1,0,1,0,73,6,8.045,101,7.438,138,13,0,0,6,0.566666667,0.566666667,0,0.866666667,1,2,73,1.369914
65,-73,74,13,0,6,101.45,6,-73,1,2,1,0,2,0,73,6,11.099,101,8.22,139,13,0,0,6,1,1,1,0.566666667,1,2,73,3.263729
66,-74,74,13,0,6,101.9,6,-74,1,3,1,0,3,1,74,6,8.811,101,6.387,140,13,0,1,6,1.45,1.45,0,0.433333333,1,2,74,-2.258143
67,-74,74,13,0,6,102.4833333,6,-74,1,4,1,0,4,0,74,6,16.234,101,17.426,141,13,0,1,6,2.033333333,2.033333333,0,0.45,1,2,74,-1.867745
67,-74,75,13,0,6,103.1666667,6,-74,1,5,1,0,5,0,74,6,15.394,101,17.233,142,13,1,0,6,2.716666667,2.716666667,0,0.583333333,1,2,74,3.274948
68,-75,75,13,0,6,104.2833333,6,-75,1,6,1,0,6,0,75,6,9.235,101,6.759,143,13,0,0,6,3.833333333,3.833333333,0,0.683333333,1,2,75,-0.851914
69,-75,75,13,0,6,105.0666667,6,-75,1,7,1,0,7,0,75,6,25.107,101,23.871,144,13,0,0,6,4.616666667,4.616666667,0,1.116666667,2,2,75,-0.098144
70,-75,75,13,0,6,105.9,6,-75,1,8,1,0,8,0,75,6,11.454,101,18.449,145,13,1,0,6,5.45,5.45,0,0.783333333,2,2,75,-1.380472
71,-75,75,1,0,0,114.6166667,0,-75,0,0,1,0,0,0,75,0,4.561,101,4.784,146,1,0,1,0,0,0,1,0.833333333,2,3,75,-0.274634
72,-75,75,1,0,0,115.6,0,-75,1,1,1,0,1,0,75,0,54.475,101,52.367,147,1,1,1,0,0.983333333,0.983333333,0,8.716666667,1,3,75,-2.330891
72,-75,76,1,0,0,116.3833333,0,-75,0,2,1,0,2,1,75,0,90.494,101,43.024,148,1,0,1,0,1.766666667,1.766666667,1,0.983333333,1,3,75,2.105253
73,-76,76,1,0,0,117.3666667,0,-76,1,3,1,0,3,1,76,0,60.648,101,62.959,149,1,0,1,0,2.75,2.75,0,0.783333333,1,3,76,-1.955024
